timestamp,log_type,message
0,Log,<b>[SteamVR Interaction]</b> ChaperoneInfo initialized. Roomscale play area 1.03m x 1.78m
0,Log,Connection established
0,Log,Loaded: C:\Users\andrea\Documents\Andrea Level 3 Project\Throwing Task Andrea\vrmat-throwing-task\Assets\StreamingAssets\participant_list.csv
0.02,Warning,"A Canvas named ""[UXF_UI]"" with a render mode of ScreenSpaceOverlay is being used while VR is also enabled. This Canvas will continue to incur a rendering cost but will not be visible while in VR. Is this intentional?"
37.32091,Log,Updating: C:\Users\andrea\Documents\Andrea Level 3 Project\Throwing Task Andrea\vrmat-throwing-task\Assets\StreamingAssets\participant_list.csv
40.17276,Log,Started trial 1
41.07248,Log,Hit Red zone
41.07248,Log,Ended trial 1
41.2604,Log,Started trial 2
42.32814,Log,Hit Yellow zone
42.32814,Log,Ended trial 2
42.52787,Log,Started trial 3
43.45098,Log,Hit Yellow zone
43.45098,Log,Ended trial 3
43.65064,Log,Started trial 4
44.83932,Log,Hit Red zone
44.83932,Log,Ended trial 4
45.00362,Log,Started trial 5
45.77123,Log,Hit Blue zone
45.77123,Log,Ended trial 5
45.95976,Log,Started trial 6
47.71815,Log,Ended trial 6
47.74254,Log,Started trial 7
49.07114,Log,Hit Yellow zone
49.07114,Log,Ended trial 7
49.37218,Log,Started trial 8
50.52827,Log,Hit Red zone
50.52827,Log,Ended trial 8
50.66274,Log,Started trial 9
51.76074,Log,Hit Blue zone
51.76074,Log,Ended trial 9
51.97255,Log,Started trial 10
53.17302,Log,Hit Blue zone
53.17302,Log,Ended trial 10
53.30656,Log,Started trial 11
54.23967,Log,Hit White zone
54.23967,Log,Ended trial 11
54.5289,Log,Started trial 12
56.11838,Log,Hit Red zone
